Time,P(ex),S,SB
140525,7.19403e-086,0.60902,0.250853
140630,7.52365e-086,0.626863,0.250853
140735,7.86837e-086,0.713383,0.250853
140840,8.22889e-086,0.565801,0.250853
140945,8.60593e-086,0.115019,0.250853
141050,9.00024e-086,0.664664,0.250853
141161,9.43675e-086,0.164908,0.250853
141266,9.86913e-086,0.923916,0.250853
141371,1.03213e-085,0.0691692,0.250853
141480,1.08127e-085,0.571592,0.250853
141585,1.13081e-085,0.0222805,0.250853
141690,1.18262e-085,0.33921,0.250853
141795,1.23681e-085,0.370836,0.250853
141900,1.29348e-085,0.845889,0.250853
142005,1.35274e-085,0.157281,0.250853
142110,1.41472e-085,0.79278,0.250853
142215,1.47954e-085,0.295499,0.250853
142320,1.54733e-085,0.563297,0.250853
142426,1.61892e-085,0.748055,0.250853
142537,1.69744e-085,0.217329,0.250853
142642,1.77521e-085,0.605739,0.250853
142747,1.85655e-085,0.653832,0.250853
142852,1.94161e-085,0.738377,0.250853
142957,2.03058e-085,0.871653,0.250853
143062,2.12361e-085,0.840682,0.250853
143167,2.22092e-085,0.384068,0.250853
143272,2.32268e-085,0.234279,0.250853
143377,2.4291e-085,0.442703,0.250853
143482,2.54039e-085,0.791734,0.250853
143587,2.65679e-085,0.782148,0.250853
143693,2.77971e-085,0.928979,0.250853
143803,2.91328e-085,0.56955,0.250853
143918,3.05979e-085,0.893563,0.250853
144023,3.19999e-085,0.584785,0.250853
144128,3.3466e-085,0.711816,0.250853
144233,3.49994e-085,0.216612,0.250853
144338,3.6603e-085,0.270874,0.250853
144443,3.82801e-085,0.773157,0.250853
144548,4.00341e-085,0.473219,0.250853
144653,4.18684e-085,0.802957,0.250853
144758,4.37868e-085,0.453738,0.250853
144863,4.5793e-085,0.259331,0.250853
144968,4.78912e-085,0.59625,0.250853
145074,5.01069e-085,0.843109,0.250853
145179,5.24027e-085,0.28404,0.250853
145284,5.48037e-085,0.0822282,0.250853
145389,5.73147e-085,0.751744,0.250853
145494,5.99408e-085,0.230706,0.250853
145599,6.26872e-085,0.823667,0.250853
145705,6.55875e-085,0.20097,0.250853
145810,6.85926e-085,0.21674,0.250853
145916,7.1766e-085,0.802111,0.250853
146021,7.50543e-085,0.187024,0.250853
146126,7.84931e-085,0.330481,0.250853
146231,8.20896e-085,0.603962,0.250853
146336,8.58508e-085,0.51955,0.250853
146441,8.97844e-085,0.606644,0.250853
146548,9.39784e-085,0.828646,0.250853
146653,9.82843e-085,0.442161,0.250853
146758,1.02788e-084,0.79634,0.250853
146864,1.07543e-084,0.354541,0.250853
146969,1.12471e-084,0.262572,0.250853
147074,1.17624e-084,0.904878,0.250853
147179,1.23013e-084,0.861948,0.250853
147284,1.28649e-084,0.123743,0.250853
147390,1.34601e-084,0.609139,0.250853
147491,1.41371e-084,0.295023,0.250853
147596,1.46967e-084,0.345532,0.250853
147701,1.53701e-084,0.438635,0.250853
147803,1.60538e-084,0.0647682,0.250853
147908,1.67894e-084,0.40116,0.250853
148013,1.75586e-084,0.949851,0.250853
148119,1.8371e-084,0.852977,0.250853
148224,1.92127e-084,0.827291,0.250853
148330,2.01016e-084,0.317653,0.250853
148435,2.10226e-084,0.855504,0.250853
148540,2.19859e-084,0.153248,0.250853
148645,2.29932e-084,0.679774,0.250853
148751,2.4057e-084,0.440816,0.250853
148856,2.51593e-084,0.747648,0.250853
148961,2.6312e-084,0.538816,0.250853
149066,2.75176e-084,0.889103,0.250853
149171,2.87784e-084,0.636427,0.250853
149276,3.0097e-084,0.904275,0.250853
149385,3.15298e-084,0.415637,0.250853
149490,3.29744e-084,0.534645,0.250853
149599,3.45442e-084,0.552492,0.250853
149704,3.6127e-084,0.926724,0.250853
149809,3.77823e-084,0.567747,0.250853
149914,3.95134e-084,0.0344229,0.250853
150019,4.13238e-084,0.770853,0.250853
150124,4.32172e-084,0.961819,0.250853
150228,4.51781e-084,0.798538,0.250853
150331,4.72078e-084,0.502695,0.250853
150436,4.93708e-084,0.851493,0.250853
150541,5.16329e-084,0.988768,0.250853
150646,5.39987e-084,0.342049,0.250853
150751,5.64728e-084,0.106954,0.250853
150856,5.90603e-084,0.119148,0.250853
150961,6.17664e-084,0.266851,0.250853
151066,6.45965e-084,0.800292,0.250853
151173,6.76139e-084,0.42691,0.250853
151278,7.07118e-084,0.144129,0.250853
151383,7.39518e-084,0.71892,0.250853
151488,7.73401e-084,0.797372,0.250853
151593,8.08837e-084,0.692994,0.250853
151698,8.45897e-084,0.599045,0.250853
151807,8.86166e-084,0.0772964,0.250853
151912,9.26769e-084,0.737056,0.250853
152017,9.69233e-084,0.715541,0.250853
152128,1.01624e-083,0.131241,0.250853
152230,1.06144e-083,0.16282,0.250853
152335,1.11008e-083,0.395697,0.250853
152440,1.16094e-083,0.40322,0.250853
152545,1.21413e-083,0.829545,0.250853
152650,1.26976e-083,0.622593,0.250853
152755,1.32794e-083,0.712586,0.250853
152860,1.38879e-083,0.828742,0.250853
152966,1.45304e-083,0.912094,0.250853
153072,1.52026e-083,0.278705,0.250853
153177,1.58992e-083,0.798213,0.250853
153283,1.66348e-083,0.716716,0.250853
153384,1.74713e-083,0.331961,0.250853
153489,1.8163e-083,0.451884,0.250853
153590,1.90764e-083,0.979388,0.250853
153698,1.98571e-083,0.910577,0.250853
153803,2.07669e-083,0.239597,0.250853
153910,2.1737e-083,0.740412,0.250853
154015,2.27329e-083,0.345501,0.250853
154121,2.37847e-083,0.842524,0.250853
154226,2.48744e-083,0.132341,0.250853
154331,2.60142e-083,0.342149,0.250853
154436,2.72061e-083,0.0975288,0.250853
154551,2.85743e-083,0.469902,0.250853
154657,2.98963e-083,0.170575,0.250853
154762,3.12661e-083,0.542311,0.250853
154867,3.26987e-083,0.375716,0.250853
154972,3.41969e-083,0.613224,0.250853
155077,3.57637e-083,0.736851,0.250853
155182,3.74024e-083,0.65841,0.250853
155287,3.91161e-083,0.314283,0.250853
155392,4.09084e-083,0.0984412,0.250853
155498,4.2801e-083,0.450037,0.250853
155603,4.47621e-083,0.670421,0.250853
155710,4.6853e-083,0.583607,0.250853
155815,4.89997e-083,0.9173,0.250853
155920,5.12448e-083,0.704633,0.250853
156025,5.35928e-083,0.401891,0.250853
156131,5.60723e-083,0.24578,0.250853
156236,5.86414e-083,0.83323,0.250853
156341,6.13283e-083,0.588865,0.250853
156446,6.41383e-083,0.99754,0.250853
156551,6.7077e-083,0.683007,0.250853
156653,7.00606e-083,0.46702,0.250853
156758,7.32707e-083,0.293408,0.250853
156863,7.66279e-083,0.0178049,0.250853
156978,8.04815e-083,0.321465,0.250853
157083,8.41691e-083,0.592315,0.250853
157189,8.80632e-083,0.689081,0.250853
157294,9.20981e-083,0.169274,0.250853
157403,9.64825e-083,0.321072,0.250853
157508,1.00903e-082,0.245709,0.250853
157609,1.05346e-082,0.596365,0.250853
157714,1.10173e-082,0.681152,0.250853
157819,1.15221e-082,0.0564766,0.250853
157925,1.20552e-082,0.85657,0.250853
158026,1.25861e-082,0.301445,0.250853
158131,1.31627e-082,0.167535,0.250853
158236,1.37658e-082,0.937386,0.250853
158341,1.43966e-082,0.188766,0.250853
158446,1.50562e-082,0.421123,0.250853
158552,1.57528e-082,0.639192,0.250853
158657,1.64745e-082,0.158719,0.250853
158762,1.72294e-082,0.0834691,0.250853
158867,1.80188e-082,0.535175,0.250853
158972,1.88444e-082,0.803925,0.250853
159085,1.97752e-082,0.733888,0.250853
159188,2.06636e-082,0.509388,0.250853
159293,2.16104e-082,0.110377,0.250853
159398,2.26006e-082,0.816355,0.250853
159506,2.36664e-082,0.324392,0.250853
159617,2.48142e-082,0.204062,0.250853
159722,2.59512e-082,0.271073,0.250853
159827,2.71402e-082,0.321266,0.250853
159932,2.83837e-082,0.948527,0.250853
160038,2.96969e-082,0.283355,0.250853
160150,3.11505e-082,0.743687,0.250853
160255,3.25777e-082,0.0726751,0.250853
160360,3.40704e-082,0.075849,0.250853
160466,3.56467e-082,0.140378,0.250853
160571,3.728e-082,0.999267,0.250853
160676,3.89881e-082,0.912239,0.250853
160781,4.07745e-082,0.977305,0.250853
160886,4.26427e-082,0.781968,0.250853
160993,4.46346e-082,0.811784,0.250853
161098,4.66797e-082,0.248227,0.250853
161203,4.88185e-082,0.726954,0.250853
161309,5.10771e-082,0.952122,0.250853
161414,5.34174e-082,0.113689,0.250853
161520,5.58887e-082,0.248153,0.250853
161625,5.84495e-082,0.5377,0.250853
161730,6.11276e-082,0.632575,0.250853
161835,6.39283e-082,0.624217,0.250853
161940,6.68574e-082,0.0799568,0.250853
162041,7.02197e-082,0.508118,0.250853
162146,7.29998e-082,0.328628,0.250853
162251,7.63445e-082,0.241626,0.250853
162356,7.98425e-082,0.738993,0.250853
162461,8.35008e-082,0.767705,0.250853
162566,8.73267e-082,0.862605,0.250853
162671,9.13279e-082,0.170218,0.250853
162776,9.55124e-082,0.0738767,0.250853
162878,9.97609e-082,0.803278,0.250853
162983,1.04332e-081,0.501636,0.250853
163093,1.09345e-081,0.25684,0.250853
163198,1.14355e-081,0.68198,0.250853
163303,1.19595e-081,0.438755,0.250853
163410,1.25181e-081,0.088395,0.250853
163515,1.30917e-081,0.752018,0.250853
163622,1.37032e-081,0.0651293,0.250853
163727,1.43311e-081,0.763933,0.250853
163828,1.49622e-081,0.715917,0.250853
163934,1.56544e-081,0.382146,0.250853
164039,1.63716e-081,0.991551,0.250853
164144,1.71218e-081,0.769764,0.250853
164249,1.79063e-081,0.550027,0.250853
164354,1.87267e-081,0.0483319,0.250853
164459,1.95847e-081,0.0712221,0.250853
164565,2.04908e-081,0.45842,0.250853
164670,2.14297e-081,0.968391,0.250853
164775,2.24116e-081,0.336314,0.250853
164880,2.34384e-081,0.358762,0.250853
164985,2.45124e-081,0.658025,0.250853
165090,2.56355e-081,0.317009,0.250853
165195,2.68101e-081,0.395993,0.250853
165300,2.80385e-081,0.380332,0.250853
165405,2.93232e-081,0.722501,0.250853
165510,3.06667e-081,0.241834,0.250853
165616,3.20855e-081,0.430643,0.250853
165721,3.35556e-081,0.626905,0.250853
165826,3.50931e-081,0.114389,0.250853
165931,3.6701e-081,0.437429,0.250853
166036,3.83826e-081,0.529368,0.250853
166141,4.01412e-081,0.484538,0.250853
166251,4.20701e-081,0.191313,0.250853
166356,4.39977e-081,0.531962,0.250853
166461,4.60136e-081,0.387403,0.250853
166570,4.82041e-081,0.15715,0.250853
166676,5.04343e-081,0.0602837,0.250853
166781,5.27451e-081,0.349185,0.250853
166886,5.51618e-081,0.872928,0.250853
166991,5.76893e-081,0.00165367,0.250853
167096,6.03325e-081,0.778115,0.250853
167202,6.31238e-081,0.920268,0.250853
167308,6.60442e-081,0.322614,0.250853
167413,6.90703e-081,0.717324,0.250853
167519,7.22658e-081,0.204923,0.250853
167624,7.55769e-081,0.557663,0.250853
167729,7.90398e-081,0.839571,0.250853
167834,8.26613e-081,0.209961,0.250853
167939,8.64487e-081,0.737791,0.250853
168044,9.04096e-081,0.908444,0.250853
168149,9.45521e-081,0.920426,0.250853
168250,9.87157e-081,0.777154,0.250853
168355,1.03239e-080,0.283244,0.250853
168468,1.08338e-080,0.422599,0.250853
168573,1.13302e-080,0.568126,0.250853
168678,1.18493e-080,0.331544,0.250853
168783,1.23923e-080,0.374739,0.250853
168888,1.29601e-080,0.847709,0.250853
168993,1.35539e-080,0.317477,0.250853
169103,1.42052e-080,0.642854,0.250853
169209,1.48624e-080,0.951783,0.250853
169314,1.55433e-080,0.836547,0.250853
169419,1.62555e-080,0.206933,0.250853
169524,1.70003e-080,0.358924,0.250853
169633,1.78096e-080,0.592809,0.250853
169738,1.86256e-080,0.716988,0.250853
169843,1.9479e-080,0.562477,0.250853
169956,2.04412e-080,0.250446,0.250853
170061,2.13778e-080,0.295706,0.250853
170166,2.23573e-080,0.149493,0.250853
170271,2.33817e-080,0.61333,0.250853
170376,2.4453e-080,0.884471,0.250853
170477,2.56827e-080,0.113284,0.250853
170578,2.68023e-080,0.458923,0.250853
170683,2.78753e-080,0.866745,0.250853
170789,2.91649e-080,0.455512,0.250853
170894,3.05012e-080,0.160675,0.250853
170999,3.18987e-080,0.799632,0.250853
171105,3.33745e-080,0.0759907,0.250853
171210,3.49037e-080,0.418787,0.250853
171315,3.65029e-080,0.222653,0.250853
171420,3.81754e-080,0.855972,0.250853
171525,3.99246e-080,0.889243,0.250853
171630,4.17539e-080,0.766921,0.250853
171735,4.3667e-080,0.80613,0.250853
171840,4.56678e-080,0.453919,0.250853
171945,4.77602e-080,0.441156,0.250853
172052,4.99911e-080,0.551224,0.250853
172157,5.22817e-080,0.0349708,0.250853
172262,5.46771e-080,0.593712,0.250853
172372,5.73045e-080,0.656679,0.250853
172477,5.99301e-080,0.905657,0.250853
172582,6.2676e-080,0.345947,0.250853
172687,6.55478e-080,0.179509,0.250853
172792,6.85511e-080,0.5842,0.250853
172897,7.1692e-080,0.606792,0.250853
172998,7.52974e-080,0.31486,0.250853
173103,7.82785e-080,0.431714,0.250853
173208,8.18651e-080,0.604966,0.250853
173313,8.5616e-080,0.0185959,0.250853
173418,8.95388e-080,0.63378,0.250853
173523,9.36414e-080,0.0575651,0.250853
173628,9.79319e-080,0.0240446,0.250853
173733,1.02419e-079,0.586939,0.250853
173838,1.07112e-079,0.248675,0.250853
173943,1.12019e-079,0.300255,0.250853
174048,1.17152e-079,0.317265,0.250853
174153,1.2252e-079,0.253514,0.250853
174266,1.28572e-079,0.478853,0.250853
174371,1.34463e-079,0.729414,0.250853
174474,1.40504e-079,0.325764,0.250853
174575,1.47569e-079,0.766037,0.250853
174676,1.54002e-079,0.486894,0.250853
174781,1.60167e-079,0.991563,0.250853
174882,1.68222e-079,0.151411,0.250853
174987,1.74882e-079,0.824885,0.250853
175093,1.82973e-079,0.364697,0.250853
175198,1.91357e-079,0.111241,0.250853
175303,2.00124e-079,0.635618,0.250853
175414,2.0983e-079,0.79695,0.250853
175519,2.19444e-079,0.435717,0.250853
175624,2.29499e-079,0.781629,0.250853
175725,2.39605e-079,0.303881,0.250853
175830,2.50584e-079,0.885634,0.250853
175935,2.62065e-079,0.691433,0.250853
176040,2.74072e-079,0.060445,0.250853
176145,2.8663e-079,0.169235,0.250853
176250,2.99763e-079,0.299437,0.250853
176351,3.12963e-079,0.817335,0.250853
176458,3.27582e-079,0.905862,0.250853
176563,3.42592e-079,0.441611,0.250853
176668,3.58289e-079,0.0678493,0.250853
176782,3.76147e-079,0.741107,0.250853
176888,3.93549e-079,0.314169,0.250853
176993,4.11581e-079,0.760175,0.250853
177098,4.30439e-079,0.504418,0.250853
177203,4.50161e-079,0.311997,0.250853
177308,4.70787e-079,0.982905,0.250853
177413,4.92358e-079,0.0798789,0.250853
177518,5.14917e-079,0.510826,0.250853
177623,5.3851e-079,0.376479,0.250853
177728,5.63184e-079,0.972282,0.250853
177833,5.88988e-079,0.492786,0.250853
177938,6.15975e-079,0.714648,0.250853
178043,6.44198e-079,0.179836,0.250853
178148,6.73714e-079,0.447847,0.250853
178249,7.07595e-079,0.566577,0.250853
178350,7.3844e-079,0.651296,0.250853
178455,7.68002e-079,0.561965,0.250853
178560,8.03191e-079,0.846304,0.250853
178665,8.39992e-079,0.327585,0.250853
178770,8.78479e-079,0.368445,0.250853
178875,9.1873e-079,0.484796,0.250853
178980,9.60825e-079,0.343921,0.250853
179094,1.00872e-078,0.495859,0.250853
179199,1.05493e-078,0.475501,0.250853
179306,1.10421e-078,0.400895,0.250853
179413,1.15579e-078,0.542512,0.250853
179518,1.20875e-078,0.916775,0.250853
179623,1.26413e-078,0.344193,0.250853
179728,1.32205e-078,0.639146,0.250853
179833,1.38263e-078,0.208265,0.250853
179938,1.44598e-078,0.884682,0.250853
180043,1.51223e-078,0.332451,0.250853
180148,1.58152e-078,0.919907,0.250853
180253,1.65398e-078,0.686141,0.250853
180358,1.72976e-078,0.577399,0.250853
180463,1.80902e-078,0.741173,0.250853
180568,1.8919e-078,0.762699,0.250853
180674,1.97943e-078,0.2789,0.250853
180779,2.07013e-078,0.620225,0.250853
180884,2.16498e-078,0.170063,0.250853
180985,2.26031e-078,0.169665,0.250853
181090,2.36388e-078,0.163741,0.250853
181195,2.47219e-078,0.547245,0.250853
181300,2.58546e-078,0.024798,0.250853
181405,2.70392e-078,0.171624,0.250853
181510,2.82781e-078,0.311862,0.250853
181615,2.95738e-078,0.394998,0.250853
181720,3.09288e-078,0.593748,0.250853
181826,3.23598e-078,0.570895,0.250853
181932,3.38569e-078,0.0947382,0.250853
182037,3.54082e-078,0.718913,0.250853
182142,3.70305e-078,0.577893,0.250853
182247,3.87272e-078,0.334479,0.250853
182352,4.05016e-078,0.742715,0.250853
182457,4.23574e-078,0.265086,0.250853
182562,4.42981e-078,0.360753,0.250853
182667,4.63278e-078,0.402635,0.250853
182768,4.86576e-078,0.144649,0.250853
182873,5.0584e-078,0.386796,0.250853
182979,5.29243e-078,0.991576,0.250853
183084,5.53492e-078,0.310831,0.250853
183189,5.78852e-078,0.0918912,0.250853
183294,6.05375e-078,0.884163,0.250853
183399,6.33112e-078,0.0944024,0.250853
183504,6.6212e-078,0.337575,0.250853
183609,6.92458e-078,0.562084,0.250853
183711,7.23259e-078,0.151611,0.250853
183816,7.56398e-078,0.724196,0.250853
183922,7.91393e-078,0.140451,0.250853
184027,8.27653e-078,0.292884,0.250853
184132,8.65575e-078,0.296802,0.250853
184237,9.05235e-078,0.307061,0.250853
184341,9.46307e-078,0.595736,0.250853
184446,9.89666e-078,0.168378,0.250853
184551,1.03501e-077,0.57685,0.250853
184657,1.0829e-077,0.155555,0.250853
184762,1.13251e-077,0.369824,0.250853
184867,1.1844e-077,0.182354,0.250853
184972,1.23867e-077,0.362907,0.250853
185077,1.29543e-077,0.844722,0.250853
185182,1.35478e-077,0.751626,0.250853
185287,1.41685e-077,0.0589039,0.250853
185392,1.48177e-077,0.889341,0.250853
185497,1.54967e-077,0.0039387,0.250853
185604,1.62205e-077,0.162975,0.250853
185709,1.69637e-077,0.407712,0.250853
185814,1.7741e-077,0.883133,0.250853
185919,1.85538e-077,0.56424,0.250853
186024,1.9404e-077,0.373839,0.250853
186129,2.0293e-077,0.941373,0.250853
186234,2.12228e-077,0.546306,0.250853
186349,2.22901e-077,0.0915384,0.250853
186450,2.34111e-077,0.227869,0.250853
186555,2.4338e-077,0.111091,0.250853
186660,2.54531e-077,0.862174,0.250853
186765,2.66193e-077,0.502674,0.250853
186870,2.7839e-077,0.249134,0.250853
186975,2.91145e-077,0.706145,0.250853
187080,3.04485e-077,0.326927,0.250853
187185,3.18436e-077,0.960431,0.250853
187290,3.33027e-077,0.593647,0.250853
187397,3.48583e-077,0.820712,0.250853
187502,3.64554e-077,0.937204,0.250853
187607,3.81258e-077,0.348496,0.250853
187716,3.99408e-077,0.147819,0.250853
187821,4.17708e-077,0.849888,0.250853
187926,4.36847e-077,0.849199,0.250853
188041,4.58816e-077,0.282276,0.250853
188146,4.79838e-077,0.2928,0.250853
188257,5.0311e-077,0.278103,0.250853
188368,5.27511e-077,0.870682,0.250853
188473,5.5168e-077,0.0309929,0.250853
188579,5.77204e-077,0.535471,0.250853
188693,6.05973e-077,0.763544,0.250853
188798,6.33738e-077,0.397155,0.250853
188903,6.62775e-077,0.575238,0.250853
189008,6.93143e-077,0.101282,0.250853
189113,7.24901e-077,0.223156,0.250853
189218,7.58115e-077,0.388436,0.250853
189323,7.92851e-077,0.396098,0.250853
189428,8.29179e-077,0.911783,0.250853
189533,8.67171e-077,0.204105,0.250853
189638,9.06903e-077,0.618712,0.250853
189743,9.48456e-077,0.632499,0.250853
189848,9.91913e-077,0.345691,0.250853
189960,1.04046e-076,0.856632,0.250853
190065,1.08814e-076,0.323492,0.250853
190170,1.13799e-076,0.496917,0.250853
190275,1.19014e-076,0.129216,0.250853
190380,1.24467e-076,0.0662646,0.250853
190486,1.30225e-076,0.159809,0.250853
190591,1.36192e-076,0.688793,0.250853
190692,1.43041e-076,0.0439125,0.250853
190797,1.48704e-076,0.517239,0.250853
190902,1.55517e-076,0.548308,0.250853
191007,1.62643e-076,0.60855,0.250853
191112,1.70095e-076,0.205477,0.250853
191217,1.77889e-076,0.472052,0.250853
191322,1.86039e-076,0.489547,0.250853
191428,1.94646e-076,0.0141604,0.250853
191533,2.03565e-076,0.00237707,0.250853
191638,2.12892e-076,0.701171,0.250853
191744,2.22741e-076,0.358062,0.250853
191849,2.32947e-076,0.869511,0.250853
191954,2.4362e-076,0.555418,0.250853
192060,2.54891e-076,0.035145,0.250853
192165,2.6657e-076,0.84866,0.250853
192270,2.78784e-076,0.942613,0.250853
192379,2.92056e-076,0.47001,0.250853
192484,3.05437e-076,0.759836,0.250853
192589,3.19432e-076,0.334365,0.250853
192695,3.3421e-076,0.951825,0.250853
192800,3.49523e-076,0.298741,0.250853
192905,3.65538e-076,0.783899,0.250853
193010,3.82287e-076,0.560011,0.250853
193111,3.99121e-076,0.504073,0.250853
193216,4.17408e-076,0.465169,0.250853
193321,4.36533e-076,0.643491,0.250853
193426,4.56534e-076,0.853274,0.250853
193527,4.79494e-076,0.557339,0.250853
193641,5.00395e-076,0.654388,0.250853
193746,5.23322e-076,0.0283457,0.250853
193851,5.473e-076,0.944679,0.250853
193956,5.72377e-076,0.381728,0.250853
194061,5.98602e-076,0.0179375,0.250853
194167,6.26297e-076,0.0768373,0.250853
194272,6.54993e-076,0.894628,0.250853
194377,6.85003e-076,0.975731,0.250853
194479,7.15473e-076,0.218398,0.250853
194584,7.48255e-076,0.313778,0.250853
194689,7.82539e-076,0.351203,0.250853
194794,8.18394e-076,0.972145,0.250853
194899,8.55892e-076,0.781471,0.250853
195004,8.95108e-076,0.956234,0.250853
195109,9.3612e-076,0.238934,0.250853
195214,9.79012e-076,0.176948,0.250853
195319,1.02387e-075,0.468864,0.250853
195424,1.07078e-075,0.299327,0.250853
195530,1.12032e-075,0.971694,0.250853
195636,1.17215e-075,0.0532898,0.250853
195741,1.22586e-075,0.585535,0.250853
195846,1.28203e-075,0.539969,0.250853
195953,1.34191e-075,0.461648,0.250853
196059,1.404e-075,0.930293,0.250853
196164,1.46832e-075,0.470431,0.250853
196271,1.53691e-075,0.46148,0.250853
196376,1.60733e-075,0.0979365,0.250853
196481,1.68098e-075,0.84147,0.250853
196586,1.758e-075,0.241869,0.250853
196691,1.83855e-075,0.386731,0.250853
196796,1.92279e-075,0.952188,0.250853
196901,2.01089e-075,0.37042,0.250853
197006,2.10302e-075,0.814246,0.250853
197111,2.19938e-075,0.0626771,0.250853
197216,2.30015e-075,0.396052,0.250853
197321,2.40554e-075,0.883387,0.250853
197426,2.51576e-075,0.870833,0.250853
197533,2.63328e-075,0.315944,0.250853
197638,2.75393e-075,0.15752,0.250853
197743,2.88011e-075,0.059858,0.250853
197848,3.01207e-075,0.608013,0.250853
197953,3.15008e-075,0.889362,0.250853
198058,3.29442e-075,0.600497,0.250853
198165,3.4483e-075,0.139951,0.250853
198270,3.6063e-075,0.85393,0.250853
198375,3.77153e-075,0.302195,0.250853
198481,3.94602e-075,0.367864,0.250853
198586,4.12683e-075,0.304395,0.250853
198691,4.31591e-075,0.987407,0.250853
198796,4.51366e-075,0.262629,0.250853
198901,4.72047e-075,0.349298,0.250853
199008,4.94097e-075,0.986929,0.250853
199110,5.16075e-075,0.514424,0.250853
199215,5.39721e-075,0.950106,0.250853
199320,5.6445e-075,0.331414,0.250853
199426,5.90564e-075,0.547788,0.250853
199532,6.17887e-075,0.00830301,0.250853
199646,6.48684e-075,0.24903,0.250853
199751,6.78406e-075,0.0423845,0.250853
199856,7.09489e-075,0.711257,0.250853
199962,7.42314e-075,0.728768,0.250853
200067,7.76326e-075,0.639044,0.250853
200172,8.11896e-075,0.953876,0.250853
200277,8.49096e-075,0.986073,0.250853
200382,8.88e-075,0.718885,0.250853
200487,9.28687e-075,0.0741082,0.250853
200592,9.71239e-075,0.586498,0.250853
200697,1.01574e-074,0.776555,0.250853
200802,1.06228e-074,0.0960446,0.250853
200907,1.11095e-074,0.845457,0.250853
201012,1.16185e-074,0.638603,0.250853
201117,1.21509e-074,0.29907,0.250853
201231,1.27565e-074,0.112639,0.250853
201338,1.33524e-074,0.928729,0.250853
201443,1.39642e-074,0.619182,0.250853
201548,1.4604e-074,0.388509,0.250853
201653,1.52731e-074,0.221249,0.250853
201758,1.59729e-074,0.785854,0.250853
201859,1.67476e-074,0.0272983,0.250853
201960,1.7515e-074,0.674425,0.250853
202067,1.82239e-074,0.144119,0.250853
202168,1.91404e-074,0.545747,0.250853
202270,1.99833e-074,0.473064,0.250853
202371,2.08099e-074,0.864046,0.250853
202472,2.17913e-074,0.928014,0.250853
202577,2.2654e-074,0.429868,0.250853
202690,2.3773e-074,0.81723,0.250853
202791,2.49685e-074,0.141646,0.250853
202896,2.5957e-074,0.266333,0.250853
203001,2.71463e-074,0.949341,0.250853
203106,2.83901e-074,0.928498,0.250853
203207,2.98179e-074,0.302675,0.250853
203312,3.09984e-074,0.187697,0.250853
203421,3.24741e-074,0.907088,0.250853
203526,3.3962e-074,0.919514,0.250853
203631,3.55181e-074,0.324387,0.250853
203744,3.72725e-074,0.254538,0.250853
203849,3.89803e-074,0.458891,0.250853
203954,4.07663e-074,0.261643,0.250853
204059,4.26341e-074,0.483636,0.250853
204164,4.45876e-074,0.55718,0.250853
204269,4.66305e-074,0.221459,0.250853
204380,4.88921e-074,0.842197,0.250853
204489,5.12196e-074,0.577462,0.250853
204594,5.35664e-074,0.840423,0.250853
204702,5.60925e-074,0.844142,0.250853
204808,5.86876e-074,0.875913,0.250853
204913,6.13766e-074,0.0657244,0.250853
205018,6.41888e-074,0.917166,0.250853
205123,6.71298e-074,0.719242,0.250853
205234,7.03856e-074,0.246208,0.250853
205339,7.36106e-074,0.0971236,0.250853
205444,7.69833e-074,0.305338,0.250853
205549,8.05106e-074,0.813173,0.250853
205654,8.41995e-074,0.294119,0.250853
205759,8.80574e-074,0.150453,0.250853
205864,9.20921e-074,0.647309,0.250853
205969,9.63116e-074,0.293784,0.250853
206074,1.00724e-073,0.445173,0.250853
206179,1.0534e-073,0.0484183,0.250853
206284,1.10166e-073,0.627392,0.250853
206389,1.15214e-073,0.414718,0.250853
206494,1.20493e-073,0.571822,0.250853
206599,1.26013e-073,0.913299,0.250853
206704,1.31787e-073,0.539418,0.250853
206809,1.37826e-073,0.373772,0.250853
206914,1.44141e-073,0.402689,0.250853
207019,1.50745e-073,0.840984,0.250853
207124,1.57652e-073,0.0567974,0.250853
207229,1.64875e-073,0.430359,0.250853
207344,1.73167e-073,0.269293,0.250853
207450,1.81178e-073,0.801519,0.250853
207555,1.8948e-073,0.403959,0.250853
207660,1.98161e-073,0.841221,0.250853
207765,2.07241e-073,0.596927,0.250853
207871,2.16829e-073,0.803976,0.250853
207976,2.26764e-073,0.607933,0.250853
208077,2.37863e-073,0.592211,0.250853
208178,2.48656e-073,0.591322,0.250853
208283,2.585e-073,0.937946,0.250853
208388,2.70344e-073,0.242567,0.250853
208493,2.82731e-073,0.739678,0.250853
208600,2.95938e-073,0.311204,0.250853
208705,3.09497e-073,0.628092,0.250853
208810,3.23678e-073,0.97789,0.250853
208915,3.38508e-073,0.853261,0.250853
209020,3.54018e-073,0.45317,0.250853
209121,3.69608e-073,0.791564,0.250853
209227,3.86708e-073,0.916828,0.250853
209332,4.04426e-073,0.435147,0.250853
209437,4.22956e-073,0.966427,0.250853
209542,4.42335e-073,0.136773,0.250853
209647,4.62603e-073,0.769775,0.250853
209752,4.83799e-073,0.313463,0.250853
209857,5.05966e-073,0.238844,0.250853
209962,5.29148e-073,0.270528,0.250853
210067,5.53393e-073,0.457022,0.250853
210172,5.78749e-073,0.534627,0.250853
210273,6.07854e-073,0.767826,0.250853
