Time,P(ex),S,SB
473410,3.46915e-024,0.502421,0.250853
473515,3.6281e-024,0.549167,0.250853
473616,3.78786e-024,0.184706,0.250853
473721,3.96142e-024,0.237162,0.250853
473826,4.14293e-024,0.047055,0.250853
473932,4.3346e-024,0.814035,0.250853
474037,4.5332e-024,0.718645,0.250853
474147,4.75103e-024,0.520599,0.250853
474254,4.97296e-024,0.763622,0.250853
474359,5.20082e-024,0.0950533,0.250853
474464,5.43911e-024,0.637497,0.250853
474569,5.68832e-024,0.00159667,0.250853
474674,5.94895e-024,0.125723,0.250853
474779,6.22153e-024,0.669446,0.250853
474884,6.50659e-024,0.363931,0.250853
474989,6.80471e-024,0.907825,0.250853
475094,7.1165e-024,0.0432246,0.250853
475199,7.44257e-024,0.250286,0.250853
475304,7.78357e-024,0.31353,0.250853
475409,8.14021e-024,0.514795,0.250853
475514,8.51318e-024,0.030769,0.250853
475619,8.90324e-024,0.78139,0.250853
475724,9.31118e-024,0.45902,0.250853
475829,9.7378e-024,0.905143,0.250853
475934,1.0184e-023,0.937114,0.250853
476039,1.06506e-023,0.969377,0.250853
476145,1.11433e-023,0.457716,0.250853
476250,1.16539e-023,0.904918,0.250853
476355,1.21879e-023,0.362748,0.250853
476456,1.28008e-023,0.190245,0.250853
476561,1.33076e-023,0.972344,0.250853
476666,1.39173e-023,0.468858,0.250853
476771,1.4555e-023,0.625546,0.250853
476876,1.52219e-023,0.939693,0.250853
476981,1.59194e-023,0.125684,0.250853
477086,1.66488e-023,0.516926,0.250853
477192,1.7419e-023,0.0958808,0.250853
477297,1.82171e-023,0.0633569,0.250853
477402,1.90518e-023,0.48814,0.250853
477503,2.00099e-023,0.657521,0.250853
477608,2.08021e-023,0.953071,0.250853
477713,2.17553e-023,0.329484,0.250853
477818,2.27521e-023,0.731361,0.250853
477923,2.37945e-023,0.144477,0.250853
478025,2.48529e-023,0.153767,0.250853
478127,2.59584e-023,0.813033,0.250853
478232,2.71478e-023,0.0947667,0.250853
478337,2.83917e-023,0.564973,0.250853
478442,2.96925e-023,0.472007,0.250853
478547,3.1053e-023,0.188774,0.250853
478653,3.24897e-023,0.351805,0.250853
478758,3.39783e-023,0.890751,0.250853
478863,3.55351e-023,0.369163,0.250853
478969,3.71792e-023,0.970675,0.250853
479074,3.88827e-023,0.519601,0.250853
479179,4.06642e-023,0.750056,0.250853
479284,4.25274e-023,0.139208,0.250853
479390,4.44949e-023,0.564838,0.250853
479495,4.65336e-023,0.408324,0.250853
479600,4.86658e-023,0.594897,0.250853
479705,5.08956e-023,0.938777,0.250853
479810,5.32275e-023,0.284797,0.250853
479915,5.56663e-023,0.686837,0.250853
480021,5.82417e-023,0.863853,0.250853
480130,6.10143e-023,0.891447,0.250853
480235,6.38099e-023,0.829032,0.250853
480341,6.67621e-023,0.813471,0.250853
480446,6.98211e-023,0.108063,0.250853
480551,7.30202e-023,0.579218,0.250853
480656,7.63658e-023,0.174169,0.250853
480761,7.98648e-023,0.874612,0.250853
480875,8.38455e-023,0.740402,0.250853
480981,8.77246e-023,0.786754,0.250853
481086,9.1744e-023,0.811996,0.250853
481191,9.59476e-023,0.97702,0.250853
481296,1.00344e-022,0.82633,0.250853
481401,1.04941e-022,0.0981425,0.250853
481506,1.0975e-022,0.822229,0.250853
481621,1.15269e-022,0.206137,0.250853
481726,1.20551e-022,0.95967,0.250853
481831,1.26074e-022,0.0023499,0.250853
481936,1.31851e-022,0.720972,0.250853
482041,1.37892e-022,0.639921,0.250853
482146,1.4421e-022,0.000325161,0.250853
482256,1.51139e-022,0.751748,0.250853
482361,1.58064e-022,0.918717,0.250853
482468,1.65448e-022,0.657418,0.250853
482573,1.73028e-022,0.279805,0.250853
482680,1.81111e-022,0.848301,0.250853
482786,1.8949e-022,0.833245,0.250853
482891,1.98172e-022,0.654783,0.250853
482996,2.07252e-022,0.834054,0.250853
483101,2.16748e-022,0.877057,0.250853
483206,2.26679e-022,0.0628612,0.250853
483311,2.37065e-022,0.998518,0.250853
483418,2.48139e-022,0.189427,0.250853
483523,2.59508e-022,0.00177496,0.250853
483638,2.72559e-022,0.764056,0.250853
483743,2.85047e-022,0.81532,0.250853
483856,2.99127e-022,0.41691,0.250853
483957,3.1417e-022,0.831711,0.250853
484058,3.28005e-022,0.239405,0.250853
484163,3.40991e-022,0.718381,0.250853
484268,3.56615e-022,0.306842,0.250853
484373,3.72954e-022,0.282438,0.250853
484478,3.90042e-022,0.87454,0.250853
484579,4.09658e-022,0.332175,0.250853
484692,4.27332e-022,0.972097,0.250853
484797,4.46912e-022,0.0820697,0.250853
484902,4.67389e-022,0.000700602,0.250853
485007,4.88804e-022,0.875078,0.250853
485112,5.11201e-022,0.425725,0.250853
485218,5.34851e-022,0.531842,0.250853
485323,5.59358e-022,0.13995,0.250853
485428,5.84987e-022,0.926744,0.250853
485533,6.1179e-022,0.667219,0.250853
485638,6.39821e-022,0.623467,0.250853
485743,6.69137e-022,0.793796,0.250853
485848,6.99796e-022,0.0771616,0.250853
485953,7.3186e-022,0.498975,0.250853
486058,7.65393e-022,0.439552,0.250853
486163,8.00462e-022,0.481417,0.250853
486268,8.37138e-022,0.938192,0.250853
486373,8.75495e-022,0.0752285,0.250853
486484,9.17955e-022,0.25161,0.250853
486589,9.60015e-022,0.892715,0.250853
486694,1.004e-021,0.405084,0.250853
486799,1.05e-021,0.264935,0.250853
486904,1.09811e-021,0.0995088,0.250853
487009,1.14843e-021,0.264439,0.250853
487114,1.20105e-021,0.0639125,0.250853
487219,1.25608e-021,0.957493,0.250853
487329,1.31643e-021,0.487257,0.250853
487434,1.37675e-021,0.581543,0.250853
487539,1.43983e-021,0.864267,0.250853
487644,1.5058e-021,0.765069,0.250853
487749,1.5748e-021,0.277221,0.250853
487854,1.64695e-021,0.379468,0.250853
487959,1.72241e-021,0.813152,0.250853
488064,1.80133e-021,0.0422415,0.250853
488169,1.88387e-021,0.407102,0.250853
488274,1.97018e-021,0.514539,0.250853
488379,2.06046e-021,0.40902,0.250853
488484,2.15486e-021,0.815636,0.250853
488589,2.2536e-021,0.131648,0.250853
488694,2.35685e-021,0.187914,0.250853
488799,2.46484e-021,0.938396,0.250853
488904,2.57778e-021,0.159892,0.250853
489009,2.69589e-021,0.309291,0.250853
489114,2.81941e-021,0.888719,0.250853
489219,2.94859e-021,0.000504862,0.250853
489324,3.08369e-021,0.375207,0.250853
489429,3.22498e-021,0.280679,0.250853
489534,3.37275e-021,0.407268,0.250853
489639,3.52728e-021,0.280688,0.250853
489744,3.68889e-021,0.73238,0.250853
489849,3.85792e-021,0.10368,0.250853
489954,4.03468e-021,0.0973061,0.250853
490059,4.21954e-021,0.906324,0.250853
490164,4.41288e-021,0.706142,0.250853
490267,4.61113e-021,0.354883,0.250853
490375,4.82859e-021,0.404568,0.250853
490480,5.04983e-021,0.127792,0.250853
490585,5.2812e-021,0.0634836,0.250853
490690,5.52318e-021,0.241158,0.250853
490798,5.78364e-021,0.813825,0.250853
490903,6.04864e-021,0.437255,0.250853
491008,6.32578e-021,0.404769,0.250853
491113,6.61562e-021,0.812859,0.250853
491218,6.91874e-021,0.812883,0.250853
491323,7.23575e-021,0.597258,0.250853
491424,7.59964e-021,0.222293,0.250853
491529,7.90051e-021,0.489771,0.250853
491634,8.2625e-021,0.0983615,0.250853
491739,8.64107e-021,0.530928,0.250853
491844,9.037e-021,0.491889,0.250853
491949,9.45106e-021,0.31227,0.250853
492054,9.8841e-021,0.846252,0.250853
492159,1.0337e-020,0.158452,0.250853
492265,1.08152e-020,0.375243,0.250853
492370,1.13108e-020,0.43722,0.250853
492475,1.1829e-020,0.750556,0.250853
492576,1.24239e-020,0.972613,0.250853
492677,1.2971e-020,0.524064,0.250853
492778,1.35421e-020,0.813771,0.250853
492879,1.41385e-020,0.890057,0.250853
492986,1.47108e-020,0.374675,0.250853
493092,1.53914e-020,0.820696,0.250853
493198,1.61035e-020,0.361375,0.250853
493303,1.68413e-020,0.251858,0.250853
493405,1.75904e-020,0.646949,0.250853
493510,1.83964e-020,0.326321,0.250853
493615,1.92393e-020,0.437242,0.250853
493722,2.0138e-020,0.311628,0.250853
493827,2.10607e-020,0.396477,0.250853
493932,2.20256e-020,0.562984,0.250853
494037,2.30348e-020,0.770085,0.250853
494146,2.41314e-020,0.668777,0.250853
494251,2.52371e-020,0.406263,0.250853
494356,2.63934e-020,0.810923,0.250853
494461,2.76027e-020,0.050603,0.250853
494566,2.88674e-020,0.980387,0.250853
494671,3.01901e-020,0.875435,0.250853
494776,3.15734e-020,0.31372,0.250853
494881,3.302e-020,0.750112,0.250853
494986,3.45329e-020,0.976171,0.250853
495091,3.61152e-020,0.969203,0.250853
495196,3.77699e-020,0.668362,0.250853
495301,3.95005e-020,0.202512,0.250853
495406,4.13104e-020,0.519957,0.250853
495511,4.32032e-020,0.180392,0.250853
495616,4.51827e-020,0.958172,0.250853
495721,4.72529e-020,0.157742,0.250853
495826,4.94179e-020,0.249173,0.250853
495931,5.16822e-020,0.519217,0.250853
496041,5.41657e-020,0.687045,0.250853
496146,5.66474e-020,0.250774,0.250853
496251,5.9243e-020,0.155131,0.250853
496356,6.19574e-020,0.470826,0.250853
496461,6.47962e-020,0.312612,0.250853
496566,6.77651e-020,0.206247,0.250853
496671,7.087e-020,0.585702,0.250853
496776,7.41172e-020,0.0509703,0.250853
496881,7.75131e-020,0.909131,0.250853
496986,8.10646e-020,0.0118951,0.250853
497091,8.47789e-020,0.0498587,0.250853
497196,8.86634e-020,0.798528,0.250853
497301,9.27258e-020,0.312673,0.250853
497406,9.69744e-020,0.0614681,0.250853
497511,1.01418e-019,0.563349,0.250853
497616,1.06064e-019,0.0816691,0.250853
497721,1.10924e-019,0.593896,0.250853
497827,1.16056e-019,0.0701993,0.250853
497932,1.21374e-019,0.565682,0.250853
498037,1.26935e-019,0.638617,0.250853
498142,1.32751e-019,0.0960781,0.250853
498247,1.38833e-019,0.0501827,0.250853
498352,1.45194e-019,0.156785,0.250853
498457,1.51847e-019,0.335688,0.250853
498562,1.58804e-019,0.0216687,0.250853
498667,1.66081e-019,0.61361,0.250853
498768,1.74433e-019,0.0642344,0.250853
498873,1.81339e-019,0.251095,0.250853
498978,1.89647e-019,0.156438,0.250853
499083,1.98337e-019,0.126181,0.250853
499188,2.07424e-019,0.0421422,0.250853
499294,2.17021e-019,0.188796,0.250853
499399,2.26965e-019,0.500683,0.250853
499504,2.37364e-019,0.543968,0.250853
499609,2.48239e-019,0.0633529,0.250853
499714,2.59613e-019,0.31609,0.250853
499819,2.71509e-019,0.779999,0.250853
499924,2.83949e-019,0.764294,0.250853
500029,2.96959e-019,0.561197,0.250853
500138,3.11096e-019,0.905753,0.250853
500244,3.25488e-019,0.910554,0.250853
500349,3.40402e-019,0.45819,0.250853
500454,3.55999e-019,0.03233,0.250853
500559,3.7231e-019,0.472878,0.250853
500664,3.89369e-019,0.253376,0.250853
500769,4.07209e-019,0.842934,0.250853
500874,4.25867e-019,0.791766,0.250853
500982,4.4595e-019,0.125411,0.250853
501087,4.66383e-019,0.125362,0.250853
501193,4.8796e-019,0.174886,0.250853
501298,5.10318e-019,0.854987,0.250853
501403,5.337e-019,0.374622,0.250853
501508,5.58153e-019,0.785019,0.250853
501613,5.83727e-019,0.939136,0.250853
501718,6.10473e-019,0.809746,0.250853
501823,6.38444e-019,0.989689,0.250853
501928,6.67696e-019,0.722326,0.250853
502033,6.98289e-019,0.486537,0.250853
502143,7.31844e-019,0.784895,0.250853
502248,7.65376e-019,0.0336135,0.250853
502353,8.00444e-019,0.216226,0.250853
502458,8.3712e-019,0.688852,0.250853
502563,8.75475e-019,0.0133471,0.250853
502668,9.15588e-019,0.0504523,0.250853
502773,9.57539e-019,0.189133,0.250853
502878,1.00141e-018,0.0827466,0.250853
502983,1.0473e-018,0.62669,0.250853
503088,1.09528e-018,0.700598,0.250853
503225,1.13816e-018,0.250853,0.250853
503330,1.21442e-018,0.509694,0.250853
503435,1.27006e-018,0.58293,0.250853
503540,1.32825e-018,0.469586,0.250853
503645,1.38911e-018,0.356412,0.250853
503750,1.45276e-018,0.736774,0.250853
503855,1.51932e-018,0.825795,0.250853
503956,1.59573e-018,0.592797,0.250853
504071,1.666e-018,0.717135,0.250853
504176,1.74233e-018,0.408957,0.250853
504281,1.82216e-018,0.404627,0.250853
504388,1.90728e-018,0.125802,0.250853
504494,1.99552e-018,0.283469,0.250853
504595,2.09588e-018,0.455483,0.250853
504701,2.17978e-018,0.437814,0.250853
504808,2.2816e-018,0.0975568,0.250853
504913,2.38614e-018,0.593459,0.250853
505027,2.50507e-018,0.758025,0.250853
505132,2.61985e-018,0.332473,0.250853
505237,2.73989e-018,0.219285,0.250853
505342,2.86543e-018,0.875878,0.250853
505447,2.99672e-018,0.424096,0.250853
505552,3.13403e-018,0.438371,0.250853
505657,3.27762e-018,0.266966,0.250853
505766,3.43365e-018,0.36538,0.250853
505871,3.59098e-018,0.490534,0.250853
505976,3.75551e-018,0.0646441,0.250853
506081,3.92759e-018,0.326135,0.250853
506186,4.10754e-018,0.812102,0.250853
506291,4.29575e-018,0.814911,0.250853
506396,4.49257e-018,0.239146,0.250853
506501,4.69841e-018,0.312885,0.250853
506606,4.91369e-018,0.769741,0.250853
506712,5.14102e-018,0.563278,0.250853
506864,5.37658e-018,0.221873,0.250853
506969,5.73682e-018,0.128784,0.250853
507074,5.99967e-018,0.876029,0.250853
507179,6.27457e-018,0.37545,0.250853
507284,6.56206e-018,0.1265,0.250853
507389,6.86273e-018,0.111388,0.250853
507495,7.20171e-018,0.860607,0.250853
507600,7.50922e-018,0.189824,0.250853
507705,7.85328e-018,0.722035,0.250853
507810,8.21311e-018,0.422486,0.250853
507915,8.58942e-018,0.937607,0.250853
508020,8.98298e-018,0.656303,0.250853
508125,9.39457e-018,0.523841,0.250853
508230,9.82501e-018,0.168205,0.250853
508337,1.0284e-017,0.750981,0.250853
508442,1.07552e-017,0.299916,0.250853
508547,1.12479e-017,0.206004,0.250853
508652,1.17633e-017,0.563183,0.250853
508758,1.23075e-017,0.0643224,0.250853
508863,1.28714e-017,0.00148894,0.250853
508968,1.34612e-017,0.58928,0.250853
509072,1.4072e-017,0.424342,0.250853
509177,1.47167e-017,0.285684,0.250853
509282,1.5391e-017,0.534511,0.250853
509387,1.60962e-017,0.469276,0.250853
509492,1.68337e-017,0.596906,0.250853
509597,1.7605e-017,0.453768,0.250853
509698,1.84904e-017,0.438493,0.250853
509803,1.92224e-017,0.157799,0.250853
509904,2.01891e-017,0.0933691,0.250853
510014,2.10333e-017,0.950451,0.250853
510119,2.1997e-017,0.048451,0.250853
510224,2.30048e-017,0.185568,0.250853
510329,2.40589e-017,0.0478637,0.250853
510443,2.52581e-017,0.25075,0.250853
510548,2.64153e-017,0.334626,0.250853
510653,2.76257e-017,0.127002,0.250853
510758,2.88914e-017,0.783083,0.250853
510863,3.02152e-017,0.534824,0.250853
510968,3.15996e-017,0.566215,0.250853
511073,3.30475e-017,0.702526,0.250853
511178,3.45617e-017,0.376301,0.250853
511285,3.61761e-017,0.238057,0.250853
511386,3.79954e-017,0.231337,0.250853
511501,3.96685e-017,0.825882,0.250853
511606,4.14861e-017,0.140677,0.250853
511711,4.33869e-017,0.749921,0.250853
511816,4.53749e-017,0.188823,0.250853
511921,4.74539e-017,0.375868,0.250853
512026,4.96282e-017,0.284884,0.250853
512131,5.19021e-017,0.751211,0.250853
512236,5.42801e-017,0.317116,0.250853
512343,5.68156e-017,0.832407,0.250853
512448,5.94189e-017,0.366878,0.250853
512553,6.21414e-017,0.0989704,0.250853
512658,6.49886e-017,0.125357,0.250853
512765,6.80243e-017,0.795125,0.250853
512870,7.11411e-017,0.938277,0.250853
512975,7.44007e-017,0.782938,0.250853
513084,7.79425e-017,0.1684,0.250853
513189,8.15137e-017,0.399371,0.250853
513294,8.52486e-017,0.780524,0.250853
513399,8.91546e-017,0.687339,0.250853
513504,9.32395e-017,0.835521,0.250853
513609,9.75116e-017,0.373454,0.250853
513714,1.01979e-016,0.917783,0.250853
513819,1.06652e-016,0.187358,0.250853
513924,1.11539e-016,0.266629,0.250853
514029,1.16649e-016,0.517599,0.250853
514134,1.21994e-016,0.298828,0.250853
514239,1.27584e-016,0.326262,0.250853
514344,1.33429e-016,0.459183,0.250853
514449,1.39543e-016,0.971636,0.250853
514555,1.45999e-016,0.234943,0.250853
514660,1.52688e-016,0.532564,0.250853
514765,1.59684e-016,0.87437,0.250853
514867,1.66787e-016,0.70851,0.250853
514972,1.74429e-016,0.770754,0.250853
515077,1.82421e-016,0.639453,0.250853
515189,1.9135e-016,0.26202,0.250853
515295,2.00203e-016,0.595093,0.250853
515400,2.09376e-016,0.687651,0.250853
515505,2.18969e-016,0.0703764,0.250853
515610,2.29002e-016,0.970465,0.250853
515715,2.39495e-016,0.626516,0.250853
515816,2.51217e-016,0.811558,0.250853
515921,2.61498e-016,0.253237,0.250853
516026,2.73479e-016,0.577139,0.250853
516131,2.86009e-016,0.124386,0.250853
516232,3.00393e-016,0.252752,0.250853
516337,3.12286e-016,0.609954,0.250853
516442,3.26594e-016,0.0352852,0.250853
516547,3.41558e-016,0.753426,0.250853
516652,3.57208e-016,0.626041,0.250853
516757,3.73575e-016,0.642852,0.250853
516862,3.90692e-016,0.113238,0.250853
516967,4.08593e-016,0.563586,0.250853
517072,4.27314e-016,0.59414,0.250853
517175,4.46511e-016,0.438188,0.250853
517283,4.67568e-016,0.175516,0.250853
517388,4.88991e-016,0.489214,0.250853
517493,5.11396e-016,0.439651,0.250853
517598,5.34828e-016,0.563206,0.250853
517704,5.59572e-016,0.155908,0.250853
517809,5.85211e-016,0.43592,0.250853
517914,6.12024e-016,0.876101,0.250853
518019,6.40066e-016,0.188328,0.250853
518124,6.69393e-016,0.595623,0.250853
518229,7.00064e-016,0.125655,0.250853
518333,7.31828e-016,0.279832,0.250853
518438,7.65359e-016,0.751374,0.250853
518543,8.00427e-016,0.156142,0.250853
518650,8.37816e-016,0.344938,0.250853
518755,8.76203e-016,0.096191,0.250853
518860,9.1635e-016,0.0944509,0.250853
518965,9.58336e-016,0.499578,0.250853
519070,1.00225e-015,0.72852,0.250853
519175,1.04817e-015,0.252171,0.250853
519281,1.09666e-015,0.922368,0.250853
519386,1.14691e-015,0.0948625,0.250853
519491,1.19946e-015,0.0204149,0.250853
519596,1.25442e-015,0.705433,0.250853
519707,1.31525e-015,0.93864,0.250853
519812,1.37552e-015,0.835736,0.250853
519921,1.441e-015,0.657503,0.250853
520026,1.50702e-015,0.583989,0.250853
520127,1.58281e-015,0.449878,0.250853
520232,1.64548e-015,0.25,0.250853
520337,1.72087e-015,0.748838,0.250853
520447,1.80356e-015,0.500249,0.250853
520552,1.8862e-015,0.772523,0.250853
520657,1.97262e-015,0.938951,0.250853
520762,2.063e-015,0.517091,0.250853
520867,2.15753e-015,0.64619,0.250853
520972,2.25638e-015,0.0941848,0.250853
521077,2.35977e-015,0.0926776,0.250853
521182,2.46789e-015,0.640388,0.250853
521287,2.58096e-015,0.0422931,0.250853
521392,2.69922e-015,0.921519,0.250853
521497,2.8229e-015,0.201829,0.250853
521602,2.95224e-015,0.688963,0.250853
521715,3.09806e-015,0.284019,0.250853
521821,3.24139e-015,0.626991,0.250853
521926,3.38991e-015,0.437138,0.250853
522031,3.54523e-015,0.894595,0.250853
522132,3.72352e-015,0.614055,0.250853
522237,3.87094e-015,0.62674,0.250853
522339,4.04312e-015,0.815012,0.250853
522444,4.22837e-015,0.52298,0.250853
522549,4.42211e-015,0.78356,0.250853
522655,4.6267e-015,0.625763,0.250853
522760,4.83869e-015,0.632065,0.250853
522865,5.06039e-015,0.0497158,0.250853
522970,5.29225e-015,0.938119,0.250853
523071,5.5584e-015,0.959736,0.250853
523176,5.77846e-015,0.312596,0.250853
523281,6.04322e-015,0.396233,0.250853
523386,6.32011e-015,0.939201,0.250853
523491,6.60969e-015,0.908302,0.250853
523600,6.92434e-015,0.813779,0.250853
523706,7.2447e-015,0.718488,0.250853
523811,7.57664e-015,0.687957,0.250853
523919,7.93394e-015,0.971964,0.250853
524024,8.29746e-015,0.313266,0.250853
524132,8.68876e-015,0.595747,0.250853
524237,9.08686e-015,0.0760645,0.250853
524342,9.50321e-015,0.778577,0.250853
524456,9.97687e-015,0.84182,0.250853
524561,1.0434e-014,0.0651872,0.250853
524666,1.09121e-014,0.563746,0.250853
524773,1.14218e-014,0.749864,0.250853
524878,1.19451e-014,0.281101,0.250853
524983,1.24924e-014,0.376139,0.250853
525088,1.30648e-014,0.280496,0.250853
525193,1.36634e-014,0.0945274,0.250853
525299,1.42956e-014,0.376354,0.250853
525404,1.49506e-014,0.626733,0.250853
525509,1.56356e-014,0.626454,0.250853
525614,1.6352e-014,0.499612,0.250853
525719,1.71012e-014,0.905274,0.250853
525824,1.78848e-014,0.0350608,0.250853
525929,1.87042e-014,0.499012,0.250853
526041,1.96197e-014,0.406926,0.250853
526146,2.05187e-014,0.657196,0.250853
526251,2.14588e-014,0.272368,0.250853
526356,2.2442e-014,0.469416,0.250853
526461,2.34703e-014,0.174157,0.250853
526566,2.45457e-014,0.00223365,0.250853
526671,2.56703e-014,0.374605,0.250853
526776,2.68465e-014,0.936689,0.250853
526881,2.80766e-014,0.374799,0.250853
526986,2.9363e-014,0.676652,0.250853
527091,3.07084e-014,0.0345173,0.250853
527196,3.21154e-014,0.623818,0.250853
527301,3.35869e-014,0.627068,0.250853
527406,3.51258e-014,0.939174,0.250853
527511,3.67352e-014,0.827714,0.250853
527616,3.84184e-014,0.74963,0.250853
527721,4.01787e-014,0.00118293,0.250853
527826,4.20196e-014,0.688821,0.250853
527931,4.39449e-014,0.501682,0.250853
528036,4.59584e-014,0.313791,0.250853
528141,4.80641e-014,0.0012915,0.250853
528246,5.02664e-014,0.500463,0.250853
528351,5.25695e-014,0.420467,0.250853
528452,5.52133e-014,0.938266,0.250853
528557,5.73992e-014,0.81422,0.250853
528662,6.00291e-014,0.965072,0.250853
528767,6.27796e-014,0.299743,0.250853
528873,6.56841e-014,0.343154,0.250853
528978,6.86936e-014,0.52222,0.250853
529083,7.18411e-014,0.222271,0.250853
529188,7.51327e-014,0.207286,0.250853
529293,7.85752e-014,0.127261,0.250853
529398,8.21754e-014,0.0757879,0.250853
529503,8.59406e-014,0.999535,0.250853
529608,8.98783e-014,0.0221239,0.250853
529713,9.39964e-014,0.159036,0.250853
529818,9.83032e-014,0.469778,0.250853
529923,1.02807e-013,0.625881,0.250853
530028,1.07518e-013,0.937581,0.250853
530133,1.12444e-013,0.251177,0.250853
530240,1.17697e-013,0.0644901,0.250853
530345,1.23089e-013,0.883442,0.250853
530450,1.28729e-013,0.252056,0.250853
530555,1.34627e-013,0.273762,0.250853
530661,1.40856e-013,0.906501,0.250853
530766,1.4731e-013,0.918052,0.250853
530871,1.54059e-013,0.426162,0.250853
530976,1.61118e-013,0.78016,0.250853
531081,1.685e-013,0.453097,0.250853
531186,1.76221e-013,0.00138698,0.250853
531292,1.84373e-013,0.626464,0.250853
531395,1.92657e-013,0.0970911,0.250853
531500,2.01484e-013,0.148123,0.250853
531605,2.10716e-013,0.37482,0.250853
531710,2.2037e-013,0.062929,0.250853
531815,2.30467e-013,0.301023,0.250853
531922,2.41233e-013,0.738715,0.250853
532027,2.52286e-013,0.938652,0.250853
532132,2.63845e-013,0.999624,0.250853
532244,2.7676e-013,0.33181,0.250853
532349,2.8944e-013,0.522276,0.250853
532454,3.02702e-013,0.167652,0.250853
532559,3.16572e-013,0.0629448,0.250853
532660,3.32492e-013,0.861258,0.250853
532765,3.45656e-013,0.0494939,0.250853
532870,3.61493e-013,0.000414232,0.250853
532976,3.78218e-013,0.015619,0.250853
533081,3.95547e-013,0.0331791,0.250853
533186,4.1367e-013,0.313179,0.250853
533291,4.32624e-013,0.249689,0.250853
533402,4.53606e-013,0.000785111,0.250853
533507,4.7439e-013,0.970531,0.250853
533612,4.96126e-013,0.376613,0.250853
533722,5.19966e-013,0.563904,0.250853
533828,5.44022e-013,0.501028,0.250853
533933,5.68948e-013,0.324962,0.250853
534038,5.95017e-013,0.845316,0.250853
534143,6.2228e-013,0.813427,0.250853
534248,6.50792e-013,0.938854,0.250853
534353,6.8061e-013,0.125775,0.250853
534458,7.11795e-013,0.721551,0.250853
534563,7.44408e-013,0.533294,0.250853
534669,7.78848e-013,0.845004,0.250853
534774,8.14534e-013,0.730204,0.250853
534879,8.51855e-013,0.91779,0.250853
534984,8.90886e-013,0.813924,0.250853
535089,9.31705e-013,0.451979,0.250853
535194,9.74395e-013,0.688185,0.250853
535299,1.01904e-012,0.0937069,0.250853
535406,1.06664e-012,0.472799,0.250853
535511,1.11551e-012,0.237372,0.250853
535616,1.16662e-012,0.770846,0.250853
535721,1.22008e-012,0.499717,0.250853
535826,1.27598e-012,0.284122,0.250853
535931,1.33444e-012,0.511633,0.250853
536036,1.39559e-012,0.719627,0.250853
536141,1.45953e-012,0.98283,0.250853
536242,1.53293e-012,0.626532,0.250853
536347,1.59362e-012,0.233719,0.250853
536452,1.66664e-012,0.876212,0.250853
536557,1.743e-012,0.584388,0.250853
536662,1.82286e-012,0.314173,0.250853
536767,1.90638e-012,0.126299,0.250853
536872,1.99373e-012,0.660124,0.250853
536978,2.08597e-012,0.438832,0.250853
537079,2.17783e-012,0.595772,0.250853
537184,2.27761e-012,0.686426,0.250853
537290,2.38299e-012,0.408504,0.250853
537395,2.49217e-012,0.299002,0.250853
537500,2.60636e-012,0.532966,0.250853
537605,2.72578e-012,0.502097,0.250853
537710,2.85067e-012,0.938133,0.250853
537815,2.98129e-012,0.999858,0.250853
537920,3.11788e-012,0.762127,0.250853
538025,3.26074e-012,0.437967,0.250853
538130,3.41014e-012,0.112338,0.250853
538235,3.56639e-012,0.78379,0.250853
538340,3.7298e-012,0.858757,0.250853
538445,3.90069e-012,0.0337653,0.250853
538550,4.07942e-012,0.0771226,0.250853
538655,4.26633e-012,0.208195,0.250853
538760,4.46181e-012,0.37678,0.250853
538874,4.6842e-012,0.375392,0.250853
538979,4.89882e-012,0.0958582,0.250853
539084,5.12328e-012,0.189235,0.250853
539189,5.35802e-012,0.561676,0.250853
539294,5.60352e-012,0.500117,0.250853
539399,5.86026e-012,0.562886,0.250853
539504,6.12877e-012,0.673004,0.250853
539614,6.42327e-012,0.639023,0.250853
539719,6.71758e-012,0.84419,0.250853
539824,7.02537e-012,0.486718,0.250853
539930,7.3504e-012,0.189127,0.250853
540035,7.68718e-012,0.252125,0.250853
540140,8.0394e-012,0.0636442,0.250853
540242,8.397e-012,0.125819,0.250853
540351,8.79674e-012,0.188352,0.250853
540456,9.19979e-012,0.250289,0.250853
540561,9.62132e-012,0.659278,0.250853
540666,1.00622e-011,0.0647204,0.250853
540771,1.05232e-011,0.188619,0.250853
540876,1.10053e-011,0.500674,0.250853
540981,1.15096e-011,0.890134,0.250853
541086,1.2037e-011,0.281775,0.250853
541201,1.26423e-011,0.875331,0.250853
541306,1.32215e-011,0.111518,0.250853
541411,1.38273e-011,0.062582,0.250853
541516,1.44609e-011,0.186232,0.250853
541622,1.51299e-011,0.158281,0.250853
541727,1.58232e-011,0.376577,0.250853
541832,1.65482e-011,0.127606,0.250853
541937,1.73064e-011,0.876365,0.250853
542042,1.80993e-011,0.188181,0.250853
542143,1.90095e-011,0.686293,0.250853
542248,1.97621e-011,0.87532,0.250853
542353,2.06676e-011,0.422345,0.250853
542458,2.16146e-011,0.0785747,0.250853
542563,2.26049e-011,0.343337,0.250853
542670,2.36608e-011,0.341082,0.250853
542775,2.47449e-011,0.0963992,0.250853
542880,2.58787e-011,0.657381,0.250853
542985,2.70645e-011,0.54756,0.250853
543090,2.83045e-011,0.32245,0.250853
